,Date,PPPB,PPPB_T,PPPB_0,COSTO,COSTO_T,AHORRO,ENER,ENER_H,ENER_T,DISPO,DISPO_H,DISPO_T,DISPA,DISPA_H,DISPA_T,FORMA_01,FORMA_02,FORMA_03,AHORRO100
1536,2022-03-19,217.4980580172096,216.39246498031852,129.8652155790204,39506999.75242,39306176.51642,0.0050832317629410095,181643.0,171719.0,9924.0,0.8430356056529416,0.8598125290601096,0.8100156337546267,347267570.0,245013100.0,99810580.0,0.5358048215258123,0.5977080025356716,0.573659982068296,0.508323176294101
1537,2022-03-20,210.3532263882113,207.2892910052575,132.63671635425783,33888535.83082001,33394926.648819998,0.014565668592595116,161103.0,157251.0,3852.0,0.8479907367302216,0.8580013245146899,0.8301421451095499,349301590.0,244489770.0,102290580.0,0.5335250203092895,0.6305662266261965,0.5829733589770617,1.4565668592595116
1538,2022-03-21,210.07528404647368,207.08958745283826,136.19053772746648,34498983.29668,34008666.230680004,0.014212507707355604,164222.0,160370.0,3852.0,0.8334186424869044,0.8611087528247497,0.7749413414671431,343101080.0,245375240.0,95304580.0,0.5512019012622958,0.650208903779904,0.5738743957573343,1.4212507707355604
1539,2022-03-22,212.98412464819887,210.35274443964607,120.01358492310935,40441425.5882,39941779.114199996,0.012354818524146993,189880.0,186028.0,3852.0,0.8367887532194779,0.8658891766259996,0.7749516681010117,344870060.0,247132280.0,95305850.0,0.5040913753731907,0.5596023661165804,0.5974620937976487,1.2354818524146993
1540,2022-03-23,231.7281012883143,228.75315661443955,115.30648023906863,44665128.06712,44091713.43111999,0.012838083328414851,192748.0,188896.0,3852.0,0.8239832697300384,0.8483505499628978,0.7735466386453689,339795170.0,242133730.0,95316850.0,0.45325463248126835,0.490876201622366,0.5602886449570526,1.283808332841485
1541,2022-03-24,242.92201738104447,239.74504078814027,138.64893471136747,47127114.29394001,46510777.65794,0.013078174745769666,194001.0,190149.0,3852.0,0.8016362073229553,0.814988362846806,0.7740173393141534,330723380.0,232992420.0,95374850.0,0.4562229588398956,0.5687911668248927,0.5189781132753464,1.3078174745769666
1542,2022-03-25,242.55298345864122,240.5806399225693,139.47368084804603,47300984.96322,46916352.333220005,0.008131598745757085,195013.0,187225.0,7788.0,0.841888066735677,0.8599963142867775,0.8058058655146512,346894280.0,245167020.0,99291850.0,0.466341214318544,0.5688062226823649,0.5110673591254478,0.8131598745757085
1543,2022-03-26,245.58945228083456,244.7235337349632,137.52437287035787,45424961.862220004,45264798.97022,0.0035258784032839996,184963.0,173095.0,11868.0,0.8367786622013023,0.8522577286397974,0.8069457752521162,344875340.0,243251360.0,99240580.0,0.47448576983599494,0.5552651639525342,0.48169592625476826,0.35258784032839996
1544,2022-03-27,246.2465766452083,245.62128088424637,138.43011197862265,40546961.3104,40444000.110400006,0.002539307427054549,164660.0,157400.0,7260.0,0.8280552072496953,0.853335519600119,0.7749413414671431,340884520.0,243151430.0,95304580.0,0.452088554813246,0.5575208244996172,0.4854411445348686,0.2539307427054549
1545,2022-03-28,281.53624297520577,279.83112949031965,172.3732921303192,53265812.562180005,52943210.206180006,0.0060564617431378975,189197.0,178952.0,10245.0,0.8131341993201272,0.8325026870491128,0.7741877654183685,335330390.0,237619870.0,95395850.0,0.48496136835999976,0.6121213406553921,0.44110206339248376,0.6056461743137898
1546,2022-03-29,284.96811967309503,279.4041767646066,177.90401736336105,54865766.985020004,53794524.36502,0.019524790755089394,192533.0,177176.0,15357.0,0.8017164097715547,0.8155365729049929,0.7749019319503174,330621780.0,232777260.0,95483850.0,0.5018587814704972,0.6226420986494877,0.4428331701630544,1.9524790755089394
1547,2022-03-30,303.56593154453503,300.79865279672464,156.32728198400343,59094269.19598,58555571.34398,0.00911590682699659,194667.0,178004.0,16663.0,0.7895564497398534,0.8033734662697952,0.7626312524468319,325533960.0,229231140.0,93971850.0,0.4571232153059462,0.5132814660099725,0.4194105960855256,0.9115906826996589
1548,2022-03-31,327.1574928558832,322.88853349878565,169.2894312366642,63446634.062020004,62618741.96702,0.013048636972462946,193933.0,177561.0,16372.0,0.8077618636908999,0.8348180487314978,0.7502388400117642,333425060.0,238601310.0,92444850.0,0.4339650310925909,0.5164857716228003,0.38679706287825705,1.3048636972462946
