id_medidor *,fecha,energia_kwh,potencia_kw,tension_fase_a,tension_fase_b,tension_fase_c,corriente_fase_a,corriente_fase_b,corriente_fase_c,factor_potencia,potencia_fase_a,potencia_fase_b,potencia_fase_c,potencia_reactiva_kvar,thd_tension,thd_corriente,Energia reactiva (kvar),Potencia aparente (kva),Frecuencia (Hz),Generación de energía (Kw/h)
1,11/02/2021 10:48:03,"198158,77","429496702,5","126,23","126,33","125,94","2,89","2,74","2,64","65,276",19,"6533,2","6527,9",<Null>,<Null>,<Null>,426000,<Null>,<Null>,<Null>
1,11/02/2021 07:18:28,"198154,11",142,"126,59","126,51","126,31","5,32","3,14","3,73","0,921","63,1","36,5","42,3",<Null>,<Null>,<Null>,426000,<Null>,<Null>,<Null>
1,11/02/2021 07:03:03,"198153,34","156,5","127,41","127,33","126,85","5,04","4,19","4,05","0,926","60,9","48,9","46,6",<Null>,<Null>,<Null>,426000,<Null>,<Null>,<Null>
1,11/02/2021 04:03:04,"198140,63","219,9","126,68","126,51","126,21","7,44","5,86","4,42","0,981",93,"71,9",55,<Null>,<Null>,<Null>,426000,<Null>,<Null>,<Null>
1,11/02/2021 03:48:04,"198139,5","207,2","127,41","126,88","126,49","5,82","5,67","5,07","0,985","73,5","70,6",63,<Null>,<Null>,<Null>,426000,<Null>,<Null>,<Null>
1,11/02/2021 00:18:03,"198123,87","220,7","126,5","126,15","125,85","6,7","5,94","5,28","0,976","84,1","71,9","64,6",<Null>,<Null>,<Null>,426000,<Null>,<Null>,<Null>
1,10/02/2021 23:48:04,"198121,37","250,3","126,41","126,24","126,03","8,43","6,39","5,58","0,971","104,6","77,4","68,1",<Null>,<Null>,<Null>,426000,<Null>,<Null>,<Null>
1,10/02/2021 16:48:07,"198089,95","187,5","128,14","127,88","127,49","6,01","4,55","5,64","0,905","70,9",53,"63,5",<Null>,<Null>,<Null>,426000,<Null>,<Null>,<Null>
1,10/02/2021 16:33:03,"198089,26","119,7","127,78","127,43","127,21","4,49","3,73","3,28","0,816","49,4",38,"32,3",<Null>,<Null>,<Null>,426000,<Null>,<Null>,<Null>
1,10/02/2021 14:17:57,"198085,14","153,4","126,68","126,61","126,21","5,79","4,17","4,17","0,858","66,7","44,9","41,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 14:02:56,"198084,71","19,9","127,05","126,79","126,49","2,63","2,42","2,14","0,218","16,7","6,8",6550,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 13:48:04,"198084,4","429496644,6","127,41","127,15","126,85","2,72","3,04","3,01","64,774","6528,5","6522,3","6525,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 13:33:03,"198084,03","429496662,5","127,14","126,97","126,67","2,66","2,73","2,45","64,862","6528,8","6531,8","6533,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 12:18:05,"198082,27","429496664,7","126,87","126,42","126,21","2,46","3,03","2,93","64,926","6538,6","6531,2","6526,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 12:03:17,"198081,76","123,2","126,59","126,24","125,76","3,71","3,41","4,38","0,849","41,4",38,"43,6",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 11:48:55,"198081,04",429496684,"126,5","126,42","125,67","2,31","2,59","3,06","65,082","6545,8","6533,9","6535,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 11:33:01,"198080,78",34,"126,68","126,51","125,94","2,68","2,47","2,81","0,338","16,1","4,2","13,6",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 11:18:09,"198080,18","121,8","126,87","126,79","126,4","4,45","3,09","3,33","0,884","51,5","32,8","37,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 11:03:17,"198079,64","32,5","126,77","126,61","126,4","2,54","2,02","1,73","0,408",23,"5,5",4,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 10:33:38,"198079,21","150,2","125,77","125,51","125,03","5,1","3,87","4,51","0,888","59,6","41,5",49,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 10:03:05,"198077,98","43,8","126,41","126,06","125,85","2,55","2,02","2,04","0,525","19,8","10,6","13,3",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 09:47:59,"198077,61","23,9","126,68","126,24","126,12","2,51","2,94","2,26","0,245","10,9","12,2","0,6",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 09:33:08,"198077,16",107,"126,59","126,42","126,12","4,76","3,46","3,57","0,718","46,1","28,4","32,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 09:18:08,"198076,76","155,9","126,68","126,61","126,12","5,11","3,83","5,07","0,88","57,7","42,9","55,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 07:48:05,"198072,66","175,9","127,87","127,52","127,3","6,03","5,2","4,17","0,895","73,2","58,8","43,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 07:33:10,"198071,6","233,8","127,5","127,15","126,67","6,86","5,96","6,96","0,93","81,6","71,1",81,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 07:19:08,"198070,62","208,2","127,14","126,97","126,58","5,65","5,82","6,13","0,932","66,7","69,4",72,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 07:07:33,"198069,76",230,"127,41","127,24","126,94","7,31","6,24","5,74","0,937","88,9","73,1","67,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 06:48:05,"198068,36","201,9","127,96","127,7","127,4","6,21","5,41","4,79","0,963","77,9","66,6","57,3",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 06:33:03,"198067,31",183,"127,23","126,97","126,76","5,85","4,87","4,11","0,972","73,4","60,1","49,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 05:47:59,"198064,07","222,1","126,5","126,42","125,94","6,96","5,52","5,36","0,985","87,5","68,3","66,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 05:33:05,"198062,96","231,7","126,59","126,42","126,12","7,42","5,86","5,34","0,984","92,9","72,7","66,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 05:17:59,"198061,83","210,2","126,96","126,7","126,67","6,55","5,9","4,47","0,98","82,7","72,5",55,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 05:03:04,"198060,72","210,2","127,14","126,88","126,58","6,32","5,62","4,9","0,983","79,8","69,2","61,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 04:47:59,"198059,64","215,1","127,23","127,24","126,85","6,74","5,43","4,93","0,989","85,2","68,1","61,7",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 04:33:05,"198058,57","213,4","127,41","127,15","126,85","6,65","5,86","4,59","0,981","84,3","71,8","57,3",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 04:18:05,"198057,42",249,"127,23","127,06","126,85","7,65","7,05","5,42","0,974","95,6","86,7","66,7",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 02:48:09,"198050,62","242,1","127,5","127,52","127,12","7,52","6,02","5,71","0,987","94,7","75,3","71,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 02:33:08,"198049,51","203,8","127,69","127,43","127,12","5,93","5,61","4,77","0,98","75,1",69,"59,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 02:17:59,"198048,43","219,6","127,5","127,33","127,03","6,71","5,88","5,02","0,979","84,1",73,"62,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 02:02:58,"198047,28","253,9","127,32","127,15","126,85","7,69","6,84","5,9","0,977","96,2","85,2","72,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 01:33:01,"198044,8","259,5","127,5","127,06","126,85","7,05","7,88",6,"0,975","88,1","97,5","73,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 00:48:03,"198041,41","218,9","127,14","127,06","126,58","6,8","5,82","4,93","0,982","85,6","72,1","61,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 00:36:07,"198040,54","208,9","127,14","126,88","126,4","6,15","5,29","5,37","0,98","77,3","65,6","65,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 00:18:07,"198039,25","227,9","127,05","127,06","126,49","6,93","5,55","5,88","0,978",87,"69,2","71,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,10/02/2021 00:03:10,"198038,11","218,2","127,14","126,88","126,67","6,62",6,"4,89","0,982","83,5","73,8","60,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 22:33:08,"198031,08","223,3","127,05","126,97","126,76","7,34","6,13","4,41","0,983","92,6","75,4","55,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 22:18:09,"198029,99","223,4","127,14","126,88","126,31","6,23","5,86","5,97","0,976","78,1","72,7","72,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 22:03:02,"198028,84","226,5","127,05","126,97","126,31","7,2","5,41","5,63","0,979","90,7","66,8",69,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 21:47:59,"198027,71","205,6","126,77","126,61","126,4","6,19","5,64","4,71","0,982",78,69,"58,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 21:03:04,"198024,4","234,8","127,69","127,61","127,12","7,36","5,96","5,5","0,978","93,2",74,"67,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 20:48:01,"198023,27",214,"127,69","127,33","127,12","6,37","6,07","4,6","0,986",81,"75,3","57,6",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 20:33:00,"198022,09","271,6","127,41","127,33","127,03","8,41","7,36","6,13","0,974","105,3","90,4","75,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 20:18:03,"198020,85","246,8","127,59","127,43","126,94","7,37","6,32","6,07","0,98","92,8","78,9",75,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 20:03:05,"198019,58",258,"127,23","127,15","126,67","7,8","6,5","6,48","0,977","97,8","80,2","79,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 19:48:10,"198018,44","210,2","129,6","129,43","129,03","6,5","5,3","4,81","0,978","83,7","66,5","59,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 19:33:06,"198017,35","222,3","129,51","129,16","128,94","6,46","6,35","4,81","0,976","83,2","78,6","60,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 18:03:11,"198010,32","210,9","129,78","129,61","129,21","6,41",5,"5,24","0,977","82,4","63,4",65,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 17:48:06,"198009,3","206,9","129,33","129,07","128,67","6,03","4,84","6,04","0,948","74,9","57,7","74,3",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 17:32:58,"198008,26",220,"129,14","128,79","128,67","6,4","6,47","5,29","0,94","78,8","78,7","62,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 17:18:07,"198007,22","199,2","128,96","128,7","128,21","5,85","5,39","5,49","0,926","71,7",65,"62,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 17:03:03,"198006,19","197,8","129,05","128,61","128,21","5,48","5,57","5,88","0,908","66,9","66,6","64,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 16:33:37,"198004,46","185,5","128,23","127,97","127,76","5,93","5,17","4,14","0,951","74,5","61,4","49,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 16:18:06,"198003,43","206,5","127,78","127,61","127,3","6,12","5,28","5,5","0,958","75,4","64,6","66,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 16:03:01,"198002,37","205,3","127,96","127,7","127,49","6,3","5,41","5,18","0,951","77,9","64,8","62,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 15:47:58,"198001,38","194,4","127,59","127,43","127,12","6,1","5,13",5,"0,94","74,3","61,7","58,3",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 15:33:06,"198000,37","180,8","127,59","127,43","127,03","5,21","5,17","4,79","0,936","63,6","62,7","54,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 15:18:25,"197999,51","169,8","127,5","127,24","126,94","5,35","4,55","4,57","0,922","64,3","52,4","53,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 13:48:06,"197994,94","99,6","127,5","127,52","126,94","3,94","2,49","2,86","0,842","45,6","25,7","28,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 13:33:09,"197994,51",86,"127,41","127,15","126,94","3,56","2,68","2,48","0,776","40,7","26,1","19,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 13:18:08,"197994,13","107,8","127,23","127,15","126,85","4,81","3,35","2,18","0,82","56,3","32,7","18,7",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 13:03:03,"197993,49","128,4","127,41","127,24","126,94","4,79","3,77","3,2","0,858","57,1","40,9","30,3",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 12:50:59,"197992,96","133,4","127,14","127,06","126,58","4,88","3,33","3,78","0,877","57,3","37,3","38,7",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 12:33:01,"197991,99","162,1","126,87","126,79","126,49","5,87","4,53","3,77","0,902","70,3","51,8","39,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 12:02:59,"197990,86","429496678,9","126,87","126,97","126,4","2,04","2,88","2,88","65,023","2,8","6525,2","6528,6",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 11:32:59,"197990,2","37,5","126,77","126,88","126,49","3,52","1,73","1,62","0,431","38,3","6,2","6546,7",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 11:19:45,"197989,94","429496643,6","127,23","127,15","126,76","2,09","3,35","3,57","64,785","6540,2","6519,7",6515,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 11:03:05,"197989,63","73,3","126,96","126,97","126,4","4,15","1,96","2,75","0,653","42,9","11,9","18,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 10:48:06,"197989,18","130,7","127,14","127,15","126,58","5,17","3,39","3,59","0,847",62,"35,7","32,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 09:33:04,"197985,4","4,5","126,77","126,7","126,4","2,25","1,63","1,65","0,065",16,"6549,6","6546,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 09:18:01,"197985,15","429496633,8","127,14","127,06","126,58","2,58","3,77","3,15","64,741","6533,9","6510,3","6520,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 09:03:02,"197984,85","23,7","127,14","126,88","126,31","1,7","1,43","2,19","0,351","14,4","6551,9","10,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 08:48:00,"197984,57","89,2","126,96","126,79","126,31","3,44","2,61","3,25","0,757","36,8","22,5","29,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 08:33:00,"197983,92","142,6","127,23","127,24","126,67","5,73","2,94","3,67","0,91","69,9","32,1","40,6",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 07:33:06,"197980,22","198,8","127,05","126,88","126,4","5,36","5,61","5,31","0,963","66,4","69,1","63,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 06:48:02,"197977,5","155,1","127,41","127,15","126,85","5,3","4,06","3,74","0,931","64,4",47,"43,6",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 06:36:42,"197976,88","182,4","124,86","124,78","124,49","5,96","4,95","4,15","0,971","73,2","59,9","49,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 06:18:05,"197975,62","227,5","125,77","125,6","125,31","7,24","6,31","4,92","0,981","89,8",78,"59,6",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 06:03:01,"197974,57","203,4","126,41","126,06","125,85","6,45","5,82","4,26","0,975",81,"70,4","51,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 04:33:01,"197967,9","197,7","127,5","127,43","127,12","5,83","5,27","4,63","0,987",74,"65,1","58,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 04:18:05,"197966,85","220,1","127,23","127,24","126,76","7,01","5,94","4,73","0,979",88,"73,2","58,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 04:02:54,"197965,76","226,5","127,32","127,15","126,85","7,08","5,7","5,36","0,982","89,2","70,4","66,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 03:47:57,"197964,73","204,6","127,32","127,24","126,94","6,44","5,7","4,19","0,985","81,4","71,1","52,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 03:18:00,"197962,7","197,3","127,41","127,24","127,12","6,13","5,42","4,28","0,979","76,9","66,6","53,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 03:02:57,"197961,67","211,3","127,32","127,24","126,76","6,36","5,27","5,17","0,989","80,4",66,"64,7",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 02:47:58,"197960,56","247,4","127,41","127,24","127,03","7,89","6,59","5,45","0,975","98,8","80,8","67,7",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 02:32:57,"197959,37","234,8","127,32","127,15","127,03","7,38","6,92","4,73","0,97","92,2","84,4","58,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 02:17:55,"197958,19","246,1","127,5","127,33","126,94","7,09","7,09","5,71","0,972","88,6","87,5","69,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 02:03:04,"197957,06","206,7","127,41","127,33","126,85","6,09","5,85","4,65","0,979","76,6","72,9","57,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 01:48:08,"197956,01","222,1","127,23","127,15","126,67","6,71","6,08","5,18","0,973","84,4",75,"62,6",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 00:48:02,"197951,78","215,3","128,32","128,25","127,76","6,77","5,53","4,98","0,972","85,3","68,5","61,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 00:36:13,"197950,92","217,8","128,41","128,16","127,85","6,93","5,86","4,84","0,973",87,71,"59,7",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 00:17:55,"197949,58",251,"128,32","128,16","127,76","6,92","6,82","6,35","0,975","87,3","85,7","77,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,09/02/2021 00:03:17,"197948,38","243,8","128,14","127,97","127,76","7,72","6,91","5,03","0,968","97,1",85,"61,6",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 23:47:57,"197947,14","236,4","127,96","127,61","127,3","6,62","6,61","5,81","0,973","83,3","81,7","71,3",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 23:32:59,"197945,95","244,8","127,69","127,52","127,3","7,62","6,16","5,77","0,981","96,1","76,2","72,3",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 23:17:55,"197944,83","214,2","127,5","127,15","127,21","6,69","5,97","4,51","0,98","84,9",73,"56,3",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 23:02:55,"197943,72","222,5","127,23","127,06","126,85","7,11","5,54","5,14","0,984","89,8","68,7",64,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 22:32:55,"197941,49","235,2","127,14","127,15","126,67","7,37","6,02","5,39","0,986",93,"75,4","66,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 22:17:56,"197940,29","224,5","127,05","126,79","126,58","7,11","5,87","4,99","0,985","89,7","72,6","62,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 22:03:11,"197939,17","229,6","127,96","127,61","127,4","7,5","5,81","5,09","0,977","95,1","71,3","63,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 21:48:02,"197938,05","235,6","128,14","127,97","127,58","6,76","6,13","5,98","0,976","85,6","75,9",74,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 20:32:59,"197932,24","245,6","126,68","126,42","126,12","7,27","6,55","6,09","0,976",91,"80,1","74,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 20:18:03,"197930,9","270,1","128,51","128,34","127,85","8,3","6,73","6,6","0,973","104,9",84,81,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 20:02:54,"197929,59",236,"128,69","128,52","128,21","6,93","5,97","5,86","0,979","88,6","73,8","73,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 19:48:00,"197928,48","220,9","129,6","129,43","129,12","6,44","6,03","4,85","0,985","83,2","76,2","61,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 19:33:15,"197927,37","233,1","129,6","129,25","128,85","6,74","5,96","5,64","0,983",87,"74,8","71,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 18:33:02,"197922,75","231,4","128,96","128,98","128,49","7,16","5,88","5,31","0,978","91,4","72,8",67,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 18:17:58,"197921,58","225,2","129,42","129,25","128,85","7,14","5,51","5,34","0,969","90,8","67,4","66,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 18:03:03,"197920,51","194,7","129,6","129,52","129,12","5,71","5,4","4,4","0,969","72,8","68,2","53,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 17:48:04,"197919,58","192,7","129,05","128,61","128,39","5,21","5,46","5,26","0,94","65,4","65,1",62,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 17:33:08,"197918,65","207,6","129,24","128,88","128,49","5,81","5,69","5,96","0,922","71,6","67,8","68,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 16:18:08,"197914,21","143,2","127,78","127,43","126,94","4,12","3,28","4,65","0,933","49,4","39,5","54,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 16:03:02,"197913,45","139,4","127,78","127,7","127,3","4,9","3,93","3,71","0,871","56,5","43,9","38,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 15:47:57,"197912,78","150,6","127,41","127,15","126,94","4,46","4,17","4,25","0,919","53,4","48,1","48,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 15:33:04,"197912,07","143,5","127,5","127,33","126,85","4,1","3,73","4,47","0,917","48,6","44,7","50,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 15:17:57,"197911,39",145,"127,14","126,97","126,58","4,77","3,71","4,76","0,863","55,4","40,7","48,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 15:02:57,"197910,54","180,4","127,05","126,88","126,49","5,77","5,04","4,88","0,906","67,5","57,9",55,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 14:49:21,"197909,74",170,"127,05","126,79","126,4","5,39","4,75","4,6","0,909","64,6","54,5","50,8",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 14:33:02,"197908,78","186,1","126,96","126,88","126,49","6,28","4,6","4,68","0,943","76,6","55,2","54,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 14:18:04,"197907,91","182,8","126,77","126,61","126,21","5,75","4,72","4,88","0,941","69,8","55,5","57,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 14:03:07,"197906,97","189,1","126,87","126,7","126,58","6,04","5,08","4,78","0,938","73,3","58,7",57,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 13:48:11,"197906,07","165,2","126,87","126,61","126,4","5,06","4,34","4,43","0,943","61,7","51,4","51,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 13:18:03,"197904,9","429496705,4","127,23","126,97","126,58","1,88","2,26","2,33","65,241","6545,4","6545,2",6546,<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 12:36:51,"197903,6","131,1","126,41","126,15","125,76","4,63","3,86","4,33","0,811","49,7","38,6","42,7",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 12:17:57,"197902,8","429496690,3","126,68","126,24","126,03","2,51","2,66","2,6","65,136","6539,1","6540,4","6542,2",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 12:02:58,"197902,41",97,"126,14","125,88","125,67",4,"3,08","2,82","0,778",41,"30,2","25,7",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 11:47:57,"197902,02","117,5","126,32","126,06","125,76","4,62","3,12","3,14","0,856","52,6","31,6","33,1",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 11:33:03,"197901,65","429496639,1","126,5","126,33","126,03","2,79","4,04","3,38","64,834","6535,6","6513,3","6521,5",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 10:48:22,"197900,6","429496696,5","127,05","127,06","126,4","2,31","2,8","2,55","65,196","6553,3","6532,6","6541,9",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
1,08/02/2021 10:18:09,"197899,8","429496678,9","127,32","127,15","126,67","2,53","2,99","2,68","65,049","6544,8",6526,"6539,4",<Null>,<Null>,<Null>,425000,<Null>,<Null>,<Null>
